0,1,2,3,4
-0.9677132288282703,0.5494609938102761,1.0002659886570936e-07,-0.3588229226673781,0.01797050549415664
-1.0336939976925086,0.6022654828076837,1.0002699760650388e-07,-0.3657776198250568,0.011726218224835386
-1.0863627474305455,0.6502048181144828,1.0002829075824578e-07,-0.37129630567150834,0.009446119179200739
-1.128352226469442,0.6937071419205448,1.0002802121927152e-07,-0.3756898354569691,0.008674142347967465
-1.1616793778773806,0.7331559698624505,1.0002909329756786e-07,-0.3791565744283939,0.00847289343006104
-1.1879914921441097,0.7689082177805477,1.0002989798648636e-07,-0.3818570404683423,0.008484158414554207
-1.208660590935794,0.8012963994978379,1.0002833572802721e-07,-0.3839302769128667,0.008570855927458761
-1.2248270458768729,0.8306281305005127,1.0002762039137533e-07,-0.38549596983197687,0.008680492809302099
-1.2374276380754328,0.8571609991933661,1.0002609045462119e-07,-0.38657843115107815,0.014973297277871622
-1.247061169894848,0.8811704417006045,1.0002379984434417e-07,-0.38728717325830647,0.017441950341357853
-1.3433104713357427,0.9021652166038862,1.000217981681177e-07,-0.39634668017083696,0.018421392444239352
-1.4177328804965859,0.9212829470314308,1.0002074346569903e-07,-0.4030238781985175,0.012664816319180584
-1.475360714247359,0.9387878738031524,1.000201365129163e-07,-0.4081738065435946,0.004332008249868215
-1.5199749498922293,0.9548056349454274,1.0001984605959927e-07,-0.41220447001492055,0.007373358265222664
-1.5542625722652277,0.9693867538576829,1.0001987339864775e-07,-0.41524147027369895,0.008575194133272212
-1.5804605693859788,0.9826589428942168,1.0001971325167483e-07,-0.4175439247675983,0.0028914777888954897
-1.600479668082397,0.9947036877851858,1.0001842503799587e-07,-0.41921629670339466,0.006935872445182955
-1.6156492575309145,1.0056186785805263,1.0001773342060383e-07,-0.4203777733715012,0.00851277804556826
-1.6270926085970818,1.0155060284015698,1.0001697287521586e-07,-0.4211421888759871,0.009144597989674895
-1.635705405565802,1.0244620865335237,1.000161164064275e-07,-0.4216071749817689,0.009412946380143826
-1.7884911841148599,1.0851960772174358,1.00011251772347e-07,-0.4369427277410169,0.007970439236170765
-1.9048260757441549,1.140350962967872,1.0000634118881469e-07,-0.4484833292080435,0.007555442562844813
-1.9933024431307302,1.1904102042444522,1.0000145200696781e-07,-0.4571008737597736,0.007519998613182035
-2.0601356547934,1.235846282002355,9.999869424107742e-08,-0.4635438574285427,0.00144571511425577
-2.1105941708666087,1.2771125008060673,9.999504846926368e-08,-0.4684878705893087,-0.000757488141976281
-2.148447896417809,1.3145442118661248,9.999001032095911e-08,-0.472259499786546,-0.0014874907944097899
-2.176620300394785,1.3484557842591023,9.998616177765963e-08,-0.47508863815356867,-0.0016612895722491264
-2.197425922877595,1.3791532129714916,9.998413523311186e-08,-0.4771693077360718,-0.0016296668240048287
-2.337080534775912,1.4595064585065904,9.997806415314653e-08,-0.4919782943604648,-0.009430311895004139
-2.440799385154945,1.5324011734986922,9.997184924195909e-08,-0.5033899959313758,-0.006025133937997063
-2.5168680746759984,1.5983115296722772,9.996628615128583e-08,-0.5117954179626252,-0.004539931448113548
-2.5719370797299352,1.6578643163758708,9.99622703739445e-08,-0.5178476845950019,-0.0037945663035910647
-2.6113380614129866,1.711675753795464,9.995973454219675e-08,-0.5221560449528065,-0.0033378171691605765
-2.6392509023525075,1.7603098339264338,9.995880276975268e-08,-0.5252045834398038,-0.002999390673269672
-2.658865054639063,1.8042737561645514,9.995755416684619e-08,-0.5273531437681381,-0.002716028445631958
-2.672555652790518,1.8440223833005631,9.995755721956253e-08,-0.5288604944960447,-0.002464566437621861
-2.6820571917507836,1.879964082466919,9.99565413033576e-08,-0.529909554063477,-0.0022364617277342985
-2.6886182857876024,1.9125006427803979,9.995654251713605e-08,-0.5307048081609802,-0.008208459734922147
-2.693466480598018,1.9419699108822974,9.995706949709286e-08,-0.5313847837232102,-0.016559330643258596
-2.6973731126802014,1.9686351016144534,9.995782202331473e-08,-0.5319557476035628,-0.019648659861617856
-2.9097853854952764,2.0482726391829074,9.996220398589059e-08,-0.5558516538269495,-0.02268157498361412
-3.061712170903822,2.120162763956538,9.996222120794738e-08,-0.5737104580029022,-0.02363460067212737
-3.169526268158095,2.184833355158435,9.996578988899357e-08,-0.5866178611521846,-0.017634200885350136
-3.243941129018494,2.242800745742044,9.996151057622411e-08,-0.5953885024669224,-0.01516164098975273
-3.29418888428127,2.294841430766189,9.996052445960268e-08,-0.6012181372288772,-0.014036913274767752
-3.3275402086940256,2.3416608533055405,9.995965458511791e-08,-0.605075234345519,-0.013431444746177044
-3.34936723686184,2.383852585213825,9.995887511317347e-08,-0.6076341058890884,-0.013032663254976444
-3.3634689746409667,2.4219568154174165,9.995959012440173e-08,-0.6094154408063992,-0.018903699194959014
-3.372951126728936,2.456346236701837,9.996219556054265e-08,-0.6106323683152046,-0.014821093795751012
-3.3788560811493427,2.4873953432932656,9.996336310289983e-08,-0.6114257026099457,-0.013128681985143125
-3.585905516398909,2.5712817685847513,9.997527956309856e-08,-0.6321311046267798,-0.014588904171634023
-3.7246335521100122,2.646408601933255,9.998475091240667e-08,-0.6460197950174029,-0.014882673937265941
-3.8167793496195794,2.713812458153095,9.999337261970088e-08,-0.6552307288113027,-0.008571946983082737
-3.8760859701858563,2.7742923102400314,1.0000342030863706e-07,-0.6610759193619472,-0.005926533270802053
-3.9134895894926456,2.8287208500416976,1.0001151232464324e-07,-0.6647962055568547,-0.0046882702770733265
-3.9367692725331427,2.8778115586315547,1.0001981659962692e-07,-0.6672189157504002,-0.003998809265390894
-3.951121402455873,2.9220994060459815,1.0002646538968236e-07,-0.668767605018609,0.0026468078876826662
-3.9592267592925143,2.9621513383704814,1.0003023009237674e-07,-0.6698327999061079,-0.0008081861233968004
-3.9642023914523907,2.9983674475680338,1.000356795492327e-07,-0.6706097239967397,-0.001956906543703239
-3.9673644858709105,3.031113016697029,1.0004308338925287e-07,-0.6711896856205833,-0.0022398457710574174
-4.216311809522885,3.113834267779743,1.0006163601159983e-07,-0.6888763899693746,-0.004628651381855394
-4.377553661825236,3.188635055464128,1.000742195187414e-07,-0.7007453548125894,-0.005231313497683014
-4.4812502924370925,3.2562020490090484,1.0008937087089525e-07,-0.7086917450618603,-0.005178637519372373
-4.547120889200742,3.3171558286710767,1.0010537887329736e-07,-0.7139274105159688,0.001291218090698828
-4.587425745421092,3.372106279416303,1.001209082945518e-07,-0.7172430974224641,0.00401794192207622
-4.611640538809293,3.421730565686785,1.0012837548068264e-07,-0.7193943145835604,0.005299740001172549
-4.626090067293331,3.466591423688159,1.0013596339134455e-07,-0.7208554326848182,0.00601241333024732
-4.634720833494254,3.5072080839355273,1.0014206800881643e-07,-0.721971077967189,0.00030965817316701283
-4.640601621351382,3.5439472876982543,1.0014828107255677e-07,-0.7228602283375305,-0.0016813316184484818
-4.6447122839927255,3.5771658063057616,1.0015263205230764e-07,-0.7235664670180916,-0.002271413939315973
-4.935119287504517,3.661113903873725,1.0015734553512145e-07,-0.7418411495592112,-0.005001662618129206
-5.117479034941867,3.737224649712299,1.0016878143592786e-07,-0.7540545707328722,-0.005701097170157513
-5.231034092876779,3.806012455315356,1.0017775316255329e-07,-0.7621481876709567,-0.005655293254897354
-5.300795058782727,3.868101093821687,1.0018585868294487e-07,-0.7674936586889592,-0.00534038095704958
-5.343075796222238,3.924137912201458,1.0019112162272379e-07,-0.7710532138639388,-0.004938399547566993
-5.368376178117246,3.9747303719258285,1.001949450174373e-07,-0.7734685858234772,-0.004521297466076264
-5.3833221885332225,4.02042560051003,1.0020179277298866e-07,-0.775150818592967,-0.004118076882365917
-5.392024156712164,4.061710698118185,1.0020488402940397e-07,-0.7763568381182274,-0.0037401275716406578
-5.396998271185502,4.099019394409063,1.0020770469502856e-07,-0.7772454307963313,-0.003391245118570398
-5.732188611771601,4.176027750462041,1.0021054867721414e-07,-0.7977967810649378,-0.0053111282258780056
-5.934753943241005,4.245360816068669,1.0021568400997394e-07,-0.8106362436817911,-0.00571250972081141
-6.05592291785733,4.3078021389213035,1.0021799952094627e-07,-0.8186779701975526,-0.005560920590760472
-6.127384114835692,4.364061810081034,1.0022429035481235e-07,-0.8237558537235883,-0.005211882679715977
-6.168975185575189,4.414793030860685,1.0022428578761573e-07,-0.8270262614158443,-0.004802670232601324
-6.192886447884495,4.460575388104462,1.0022430201160587e-07,-0.8291971038305944,-0.004388630918734008
-6.206459288553907,4.501916542257874,1.002274088129299e-07,-0.8306917287133347,-0.0039924687688744
-6.214046531129952,4.539262294380193,1.002287829180803e-07,-0.8317602598539416,-0.0036230514553413965
-6.218200090780047,4.573007077020099,1.0023258693610269e-07,-0.8325501532323196,-0.0032830804468655327
-6.220403424476285,4.603502420054049,1.0023489258795882e-07,-0.8331489010079961,-0.002972439840408004
-6.5713404739909285,4.685957588015148,1.0024014967996367e-07,-0.8531897410245385,-0.01191979271894638
-6.77782730029456,4.760803662693823,1.0024062574652827e-07,-0.866334675263974,-0.014943556196939564
-6.8983823329319955,4.828342575097669,1.0024581327970012e-07,-0.8749988134097098,-0.02192201297688394
-6.969077846216076,4.889252881235163,1.0024582615595583e-07,-0.8809512358174579,-0.024249864574984716
-7.009908081174582,4.944027756179949,1.002458456351144e-07,-0.8850086685377587,-0.02482272052810957
-7.032821760721631,4.993267112865721,1.0024582814137866e-07,-0.8877652295051152,-0.02474776195436943
-7.045126449272522,5.037515379574216,1.0024413702045853e-07,-0.8895842028064526,-0.0182684357459511
-7.050255203796124,5.077349355422733,1.0024409607954547e-07,-0.8907672909284731,-0.015545506184588113
-7.051626945770451,5.113343360188975,1.0024678082816355e-07,-0.891668711537216,-0.02045889676610636
-7.052153683364182,5.145859293783029,1.0024799147414062e-07,-0.8924103828186701,-0.02212974935786634
-7.462857590274022,5.235116876670946,1.002571441359716e-07,-0.921782232119934,-0.025720038180650974
-7.694205394521017,5.3132937556569235,1.0026539844642799e-07,-0.9393213316436771,-0.02668898866423114
-7.821972324165323,5.382247272047558,1.0027279754769964e-07,-0.9497953377922737,-0.03287111653220325
-7.892308181354914,5.443647556780189,1.0028168347743102e-07,-0.9564034199365378,-0.03487598516743269
-7.930131141438335,5.498393563581746,1.0028967498735095e-07,-0.9605547565274541,-0.02912347775501012
-7.948214392905801,5.547308827266239,1.0029867458605914e-07,-0.9630804487441518,-0.02661055394704321
-7.955773701914868,5.5912304120810505,1.0030522793806879e-07,-0.9647073062313256,-0.025358632728598254
-7.958143069993447,5.630791490390861,1.003125960357924e-07,-0.9658467092025207,-0.024612561212428254
-7.958116823994575,5.666482628480913,1.00316640119565e-07,-0.9667064614470466,-0.024083352036794823
-8.438091650451458,5.816691924959903,1.0032891368353316e-07,-1.0018602206764715,-0.030613532541061125
-8.696811664370223,5.948673268105908,1.0034609872188476e-07,-1.022721306455603,-0.03239599785411774
-8.832714053613882,6.065424029229122,1.0035847597096102e-07,-1.0352704424105261,-0.03241652775308431
-8.901012289641201,6.169364761112999,1.0037368454677576e-07,-1.0430901211694492,-0.037959361197955066
-8.936023033860101,6.2624804035607005,1.0038736355807077e-07,-1.0484293386065002,-0.033275070653943424
-8.95006377918619,6.34596442019179,1.0040278700685322e-07,-1.0520270075146418,-0.03090233568747761
-8.953316247240641,6.421061942803086,1.0041396624542983e-07,-1.0546330537891284,-0.029454933905736155
-8.95171030807735,6.488764610237527,1.0042148021303428e-07,-1.0566817397331845,-0.028405016797937475
-8.948244620663779,6.549801855853435,1.004306007381448e-07,-1.0583151173428962,-0.021370480653454267
-8.942517818255103,6.604906357744635,1.0043879426179513e-07,-1.0596465602091174,-0.018270472932913735
-8.936620206488405,6.654773265550577,1.0044447802659457e-07,-1.060896003451053,-0.022891018113269813
-9.471006168039962,6.7629135362799335,1.0045723284616968e-07,-1.0930606170814332,-0.021831310745614726
-9.739035321136049,6.855713349246082,1.0046293335800606e-07,-1.110086318128996,-0.02085679118049234
-9.869635264804009,6.9369858814531655,1.0047139683435139e-07,-1.119357781704272,-0.01995559132517832
-9.931173545054692,7.0092139541514715,1.0048713889368668e-07,-1.1248317726812185,-0.025281277298286414
-9.961189986735555,7.073918835524184,1.0050382679990969e-07,-1.1284738452574694,-0.020651755669547314
-9.973309323878008,7.131990319904239,1.005167169670631e-07,-1.1309569626877816,-0.018434626716093663
-9.976894769188293,7.184279085436665,1.0052651100147745e-07,-1.1328114769077542,-0.01717533891321637
-9.976872394917908,7.23144392667411,1.00533610776562e-07,-1.1343105996437128,-0.01631789507629539
-9.975530440411552,7.273945319157405,1.0054317192142976e-07,-1.1355051216803955,-0.009468542667294256
-9.972483091833475,7.312331053890948,1.0054896827546515e-07,-1.1365021272561744,-0.006541764365636286
-10.530250547733488,7.459254377762337,1.0057370456793332e-07,-1.163401952956931,-0.013309348847305029
-10.800256746202082,7.590193404127106,1.0059670897852368e-07,-1.1788321187433277,-0.008795369460407803
-10.924612586601729,7.706853405385335,1.0061775631196306e-07,-1.18777789273572,-0.00622846976002717
-10.979137840180757,7.811527095542665,1.0062933381780961e-07,-1.1935642504462118,-0.004445577031764774
-11.001634849255456,7.905808150779092,1.0064329183561157e-07,-1.1977981335129886,-0.003010207901662132
-11.009967071672035,7.99078549009745,1.0064959295285038e-07,-1.2011212268077232,0.004416029089033372
-11.009385267472508,8.067528568554405,1.006666804496335e-07,-1.2038863661402686,0.007893460860096582
-11.006195412967527,8.136865938601463,1.0067699999880748e-07,-1.2063303980540794,0.009806372913977845
-11.003236986883023,8.199488514764644,1.0068163152961116e-07,-1.208534618887703,0.011068315360710547
-11.001252242742428,8.255947887235303,1.0068582897175786e-07,-1.2104481879039382,0.018211728375246032
-10.99823588309937,8.306981407368498,1.0068955696534013e-07,-1.212169429697856,0.02137748599013823
-11.554995928192453,8.388397239197324,1.0069279677786376e-07,-1.2230251417369744,0.019302938340482724
-11.810139704619054,8.466362820512337,1.006972511754224e-07,-1.2293488410607543,0.025360899345740505
-11.92427139915854,8.538636192459096,1.0070234198311781e-07,-1.2332750453589205,0.028289888347740016
-11.97506128311113,8.604961535824408,1.007070826270015e-07,-1.2361948646319316,0.029979500458918146
-11.998155868288423,8.665475415113933,1.0071608728952396e-07,-1.2386953659935216,0.024970139250274782
-12.011474305033595,8.720233581014817,1.0072424388079497e-07,-1.2408160661087237,0.029714969892778983
-12.017857362172583,8.769798925152935,1.0073160288355751e-07,-1.2426555420505156,0.03196216455420688
-12.021131739689922,8.81461366932243,1.0073482871714217e-07,-1.2442772739261292,0.03321511018593202
-12.023308778501345,8.855091589065928,1.0073774901872302e-07,-1.245710889585695,0.03405120665039757
-12.025175914217035,8.89163093063355,1.0074045344789484e-07,-1.2469739453768336,0.034694198219859716
-12.65346009539842,9.015547855318632,1.0074893047623221e-07,-1.2536648926924916,0.019793102035020868
-12.950444325392393,9.138840548468567,1.0075853997602204e-07,-1.261402811022051,0.015234551270503998
-13.093678164909706,9.254088638820365,1.0076719127602888e-07,-1.268207663858498,0.008325399995767986
-13.166969731229155,9.359554022598898,1.0077506384157044e-07,-1.2740175163315621,0.006604359313017732
-13.20441403759682,9.455145901361416,1.0078208937361578e-07,-1.2788174198070383,0.00678233931418297
-13.222963165147204,9.541518258544398,1.0078837580153621e-07,-1.2828058050671636,0.007612071497682941
-13.231763021589432,9.619492595596533,1.0079410806050468e-07,-1.2861885463528364,0.008623318444098705
-13.235746340425013,9.689868492029442,1.0079932186620531e-07,-1.2891134262652368,0.00964144231208917
-13.867190822080007,9.803525301772597,1.0080806013649235e-07,-1.3069645054164034,-0.0003468573467406127
-14.150444578550688,9.910077472280348,1.0081592213394287e-07,-1.3183765096312408,-0.003236113109883305
-14.277264328043733,10.007125467500183,1.0083020328536624e-07,-1.3259674559553907,-0.009677979730546175
-14.336712087440308,10.09491271750808,1.0083662386732938e-07,-1.3315526590206033,-0.011358673633655073
-14.36410314321766,10.173991744176066,1.0084822236699698e-07,-1.3358080557428644,-0.011283139965019907
-14.37577116717645,10.245199529408605,1.0085865414460675e-07,-1.3391848340523282,-0.010597356778825244
-14.379863251949187,10.309360117559088,1.0086330441879884e-07,-1.3419751186240008,-0.009736240237704127
-14.380489029963337,10.367118023243567,1.0087183108020357e-07,-1.3442773155261138,-0.0026830732206808696
-14.377423942954332,10.419234241756634,1.0088327816490909e-07,-1.3462340790875,0.0005057897166168483
