0,1,2,3,4
-19.52787016640298,28.732390219299567,1.006982102274212e-07,-3.5714512018771014,0.888586688322355
-19.375056299939448,28.71749211554439,1.0070790857650095e-07,-3.566227041018342,0.8843603737518444
-19.255088044031066,28.68146682107478,1.0071638773701932e-07,-3.556479225788114,0.8502694131620139
-19.132083620033356,28.661367840268923,1.0072410040896139e-07,-3.5507215684843407,0.8357791861075975
-19.027040065581307,28.634294161358895,1.0073117438723239e-07,-3.5436127783355396,0.8165128962593148
-18.930115043399105,28.609335062185888,1.0073790006091339e-07,-3.5371492392737793,0.8078773883067449
-18.846833329620278,28.581910156261827,1.0074896239262245e-07,-3.53041436646305,0.7786764451692963
-18.763076303482897,28.56280418655189,1.0075415081543261e-07,-3.525538683927046,0.7664548293105528
-18.692085847364783,28.539930997759814,1.0075880547431844e-07,-3.5199325421500958,0.7484376644135623
-18.628111372514038,28.52023572512615,1.0076684106383896e-07,-3.5153205269839947,0.6850560909820989
-18.551807908773725,28.512656735262905,1.0077882776551324e-07,-3.512776129361846,0.6600622466063615
-18.494147659178513,28.497946444170278,1.0078564379155682e-07,-3.5090639723272052,0.5756584057472937
-18.157085913460264,28.552985097448726,1.0080571880379507e-07,-3.5178214324313797,0.5580512894850075
-17.99607778811147,28.506000388758086,1.0083130668345177e-07,-3.508164400205106,0.5494077899406761
-17.882843969130768,28.445744378923848,1.0084846855669977e-07,-3.4968476066546637,0.4947373868476674
-17.746417913809985,28.407997994283583,1.0086371037461794e-07,-3.4891400813788787,0.4103500472014615
-17.58527029772702,28.378344113338603,1.00868034435436e-07,-3.4806599858436025,0.37650053460622296
-17.477400994246814,28.333911729003578,1.0086783189288333e-07,-3.470509344315595,0.32498354265961166
-17.377247296264194,28.29254468114315,1.0086314466165467e-07,-3.460659320586457,0.25446868816372975
-17.27246184359501,28.25220976540255,1.0086090670745574e-07,-3.449616597963488,0.22616752713987956
-17.2086172206028,28.209634888271474,1.0086217589252483e-07,-3.4398148087745506,0.1461729706287137
-17.127394228763553,28.169253856015814,1.0086208442400706e-07,-3.428334690065689,0.114411853345725
-17.080467720627915,28.128992486671848,1.0086289994750707e-07,-3.4183540784412467,0.08266914689426777
-16.316737914584994,28.00982859458906,1.008656505496964e-07,-3.356692615629911,0.07622102062084107
-16.162643843769747,27.861695129438154,1.0086564693339717e-07,-3.3266798936218005,0.06348232802498997
-16.096516901054777,27.72719073768098,1.0086562086633926e-07,-3.304043819084924,0.048942701243444145
-16.04768335146479,27.608442166563325,1.0086564571905604e-07,-3.2845863938645605,0.04038991818378571
-16.016255577682532,27.50363089133751,1.0086552603736322e-07,-3.2681480081181205,0.034528918652975374
-15.995813478668603,27.411024417840377,1.0086560092035004e-07,-3.2540205324501543,0.03621093290036448
-15.98804246512351,27.329092248149006,1.0086557277138264e-07,-3.242151720133702,0.041059692549218756
-15.98651395658248,27.256588661695208,1.0086561961608713e-07,-3.231891233017242,0.04736244941591806
-15.987110023442494,27.19239684094437,1.0086567897396501e-07,-3.2227691730562404,0.05443042314141069
-15.988075184305977,27.135731722836006,1.0086613574980811e-07,-3.21458474555124,0.05579724063716786
-15.161940830698082,27.06275870332935,1.0086606359078192e-07,-3.147889610973195,0.05526317648743843
-15.023936311823348,26.965044287452294,1.0086615234928785e-07,-3.1260289812230466,0.05861288222452417
-14.996479165687438,26.87357511491126,1.0086638669806303e-07,-3.112872619021215,0.05146804320469077
-14.976340754301498,26.792096613510516,1.0086654991524396e-07,-3.101241118660588,0.046812874235639804
-14.960835914895315,26.719383498296594,1.0086687866789111e-07,-3.090758974803109,0.04952889315876545
-14.954205575972788,26.654555765195145,1.0086720998246931e-07,-3.0817519617908675,0.04908454321920931
-14.947800086313556,26.59703407905234,1.0086747730999547e-07,-3.0734840149321436,0.04760917293650314
-14.941170729400087,26.545965954184076,1.0086776799007643e-07,-3.065816662618816,0.04589210427776328
-14.93497429627899,26.500568167936027,1.0086784371256107e-07,-3.058711360092623,0.04421517386077985
-14.01309385186691,26.37285218119497,1.0086904160627632e-07,-2.9730098355395116,0.07755420443793234
-13.910277101625322,26.228309008518327,1.0086896794518946e-07,-2.9498743630226487,0.0865644740271359
-13.898210415400378,26.094505867566276,1.0086962242961076e-07,-2.934653176797571,0.08685361683024356
-13.881680378904916,25.976174005542592,1.008702482106514e-07,-2.920478746481637,0.0966543857929474
-13.875548613841893,25.87064627802474,1.0087102299057429e-07,-2.908341554989226,0.09190313400865245
-13.854934051960678,25.778049201805334,1.0087160310730381e-07,-2.896211514334187,0.1004236657278666
-13.845627172294552,25.694810230853392,1.0087205000260803e-07,-2.8857365336545997,0.10806694310895008
-13.838854713899968,25.620531613330083,1.0087267201530485e-07,-2.876218486077275,0.11558147217683788
-13.832267210152432,25.55459304358297,1.0087320459501741e-07,-2.867480547091895,0.11705362889940243
-13.821285651312166,25.49658448011209,1.0087376255757895e-07,-2.859152956358666,0.11638535281554212
-12.997094860246213,25.404391724595296,1.008760010637615e-07,-2.7910364231479177,0.14354034389646833
-12.868312247103018,25.252404734110254,1.0087776615377269e-07,-2.767059959212,0.15019083550577766
-12.827800087713026,25.1071115186274,1.0087799870258953e-07,-2.74975918345179,0.14948913281427378
-12.788210953381684,24.97914917203172,1.0087915052611256e-07,-2.734227359408853,0.12792844928054894
-12.720919227008546,24.86898213928189,1.0087918601119595e-07,-2.717909444219242,0.11113493531889691
-12.658707203609191,24.76986626516371,1.0088008485929113e-07,-2.7023727471924244,0.10879192220304564
-12.62155233319555,24.679605278852378,1.0088075950863582e-07,-2.6895290742747826,0.09984815548442152
-12.588761359992546,24.599773826921968,1.0088130203228601e-07,-2.6780517119309675,0.06389595688094715
-12.535695349127325,24.528620835415488,1.0088190482301664e-07,-2.664682521556005,0.04250973967516203
-12.49463398728454,24.463438774206214,1.0088239147823014e-07,-2.652359275674266,0.03301186000357609
-11.39646510259035,24.329190074306517,1.008825468929607e-07,-2.522322052367522,0.03975784443137454
-11.175828513102072,24.183885794656316,1.0088307616729395e-07,-2.4827071446607865,0.038648952793854524
-11.119161038788715,24.049641263253818,1.0088313184189277e-07,-2.462528864549032,0.029099857451440322
-11.08552724303227,23.92914419736747,1.0088334497023347e-07,-2.445902574614953,0.02922187413394043
-11.070213572897504,23.821453278108947,1.0088342467027822e-07,-2.4325543069047715,0.0272142636945716
-11.059410543099009,23.72542241165666,1.0088354457001113e-07,-2.4206900394460438,0.0246639659049187
-11.050033417869804,23.63976108899322,1.0088359993437188e-07,-2.409805929969008,0.022123179327747874
-11.041908239497928,23.56312839084562,1.0088382076315016e-07,-2.399705666603828,0.02594540783084334
-11.03991046235542,23.494466987563598,1.0088378628204415e-07,-2.3909886882336036,0.03235378819098018
-11.041769486611683,23.433073180577544,1.0088388247786487e-07,-2.3833699857511776,0.03371059616956384
-11.041156068121618,23.378627169730528,1.0088399603532792e-07,-2.3761103712624556,0.020907657423487696
-9.940548568981745,23.176927490301587,1.0088447767719228e-07,-2.210814156917621,0.041158223095757326
-9.72138973131927,22.980832851795217,1.0088543676530587e-07,-2.162221557379914,0.05027234080603315
-9.681051123287128,22.80041762604,1.00886487585335e-07,-2.140733953809783,0.04384482803154992
-9.652850562461577,22.639187984750468,1.0088701987118342e-07,-2.1223360929907633,0.03227825150506257
-9.61651727799734,22.495215212224057,1.0088708256449182e-07,-2.1034781315169493,0.02539517996896051
-9.586402790685904,22.36616744504514,1.008695419952242e-07,-2.086368543578525,0.020615599735322086
-9.564688343967376,22.251019896975592,1.0086979006362862e-07,-2.071701165528741,-0.007811758685014679
-9.522829750835065,22.14666918090219,1.0086989785253899e-07,-2.05321962576878,-0.02034900461363907
-9.492453445455574,22.052833687241325,1.008700206787769e-07,-2.0370984608969365,-0.03900306999727832
-9.466138975315907,21.9675980546274,1.0086988231129073e-07,-2.021502556591371,-0.028934280668666126
-8.235527496177522,21.745790346023757,1.0087159638137041e-07,-1.752818104866145,-0.024694832089028076
-7.924939067310026,21.57284585692589,1.0087192423144248e-07,-1.6609824521277485,-0.03358155552864232
-7.824730383470161,21.422706406956685,1.0087183968859595e-07,-1.6173843479181358,-0.04008123318511146
-7.7873982797022805,21.289283126131433,1.0087162500313719e-07,-1.590591992959408,-0.007712527971154334
-7.808610787392346,21.17114539867118,1.0087136265775025e-07,-1.5829996273095612,0.009113048477721198
-7.841290528693769,21.065020788100945,1.0087133594966655e-07,-1.5799367594574194,0.014179553132774022
-7.86349246928689,20.969579533231663,1.0087139623159515e-07,-1.5745113637601362,0.03969329599386921
-7.890865188981324,20.883245162425084,1.0087153410270901e-07,-1.571115315801425,0.04842396434319921
-7.90903994640994,20.8058428234915,1.0087174666518933e-07,-1.5658210182756114,0.05704412044337718
-7.919775807416561,20.736680028161373,1.0087193496301479e-07,-1.5592472444113423,0.0595376979737453
-6.857546044941801,20.55729747119604,1.0087515801554663e-07,-1.2563082759278767,0.07747795347168955
-6.515549712668111,20.36474959471795,1.0087719925417843e-07,-1.1289890797437165,0.06692493473607024
-6.362096681572538,20.18189515769382,1.0087852492648566e-07,-1.05485915922618,0.059150167534887776
-6.273916302386904,20.014468752973936,1.0087962001302975e-07,-1.0021274179725648,0.053567116237105916
-6.215132774347657,19.862832719612932,1.0088051305112669e-07,-0.960452469970881,0.04951388520075693
-6.1727602041082195,19.726173354844658,1.0088123155994608e-07,-0.9261235220767065,0.027931193865266768
-6.130888292554188,19.602930934726245,1.008818626102757e-07,-0.8882016627707303,0.018475842652675052
-6.094636822390955,19.49162747534715,1.0088230381724485e-07,-0.8510725909603651,0.013814076426600055
-6.066425289329581,19.39123187361723,1.0088256571755367e-07,-0.8180216221115453,0.004941771036436247
-6.043614088115018,19.300630206130045,1.0088288251404804e-07,-0.7875448553808289,0.0007737794667955081
-5.179682945165709,19.07219514137452,1.0088746205713083e-07,0.021314015938891595,0.0006007128140350121
-4.809281390477016,18.863447547303178,1.0089074604802611e-07,0.598363973505361,-0.008359285149859678
-4.52333583112427,18.673521770166804,1.0089287794239043e-07,1.0363463124347794,-0.019366418531794004
-4.242025290732532,18.49894229742075,1.0089392241865285e-07,1.2836638757649694,-0.022566480574701793
-4.050002586892672,18.34082627586382,1.0089424815912287e-07,1.3748823338627396,-0.026317457216729238
-3.9537963537383636,18.198802965530877,1.0089423319935525e-07,1.3967933947223061,-0.03442208239781412
-3.9071863514973155,18.070859760177402,1.0089404833858512e-07,1.3963842712854084,-0.04314402115524424
-3.8822034003054395,17.955538746601682,1.0089378883485345e-07,1.3894725813544155,-0.039362377776803306
-3.8765381631792284,17.852028989393865,1.0089352519835303e-07,1.3784257959674373,-0.03691653435909331
-2.6151703437573,17.555100354278295,1.0085843512511308e-07,1.7091822079013332,-0.04938766185654517
-2.033154149591917,17.303354320648552,1.0082565786160075e-07,1.80462379537758,-0.042626800090393116
-1.8461418000816299,17.091739271839057,1.0079558537827307e-07,1.815526309138198,-0.03950303843801653
-1.8047811933816558,16.905812499298737,1.0076840521806267e-07,1.80345080305451,-0.04902023656979716
-1.788557075151172,16.738488141190263,1.0074387334807871e-07,1.789246732166168,-0.05062440097479845
-1.7880079179887238,16.58811269576457,1.0072168685372864e-07,1.7744499836606076,-0.04923611727863776
-1.7978165507507073,16.45301154003268,1.0070172607611844e-07,1.7596167210056322,-0.04685807629949463
-1.8123540736919153,16.331722786954,1.0068376308461106e-07,1.74547556915646,-0.03192292608770923
-1.8402249523799443,16.22265935785459,1.0066760610856534e-07,1.7299161013491335,-0.024723684081808653
-1.865117734589171,16.124025060211274,1.0065325295842361e-07,1.7154308426501272,-0.026807542054612048
-0.4349751391329888,15.846254074336395,1.0062027064805212e-07,1.9484259270607907,-0.043102331128331596
0.0959290337003621,15.610802045308093,1.0058943408701705e-07,2.0044116901946265,-0.04239699628871976
0.2510191049361722,15.410967366576793,1.0056146070893105e-07,2.0065939617390374,-0.040574399196328076
0.28239182230609555,15.235207817408071,1.0053629837969872e-07,1.9946342896545906,-0.05012781011703572
0.2962191252517193,15.077315555833032,1.0050257467099126e-07,1.981987575438208,-0.051553272633457214
0.29525896477597363,14.935876668594858,1.0047205133499727e-07,1.9689831528611208,-0.05000565391170533
0.28441316413074275,14.808658481614415,1.0046254919338326e-07,1.9557168894067267,-0.07222632489091578
0.2974980975093435,14.692446319732635,1.0045415498775409e-07,1.946133297111277,-0.07898140995681942
0.3036096904186083,14.58830988025592,1.0044652659106868e-07,1.9367055401307847,-0.08002815981130115
1.7803052691680934,14.223716513537285,1.0042961512765315e-07,2.0787541739115394,-0.11057136197568508
2.2718996869966004,13.949188608144432,1.0041343261475902e-07,2.100458464257769,-0.13234431557221976
2.4337509232717993,13.726730984680348,1.0039817339646942e-07,2.0920070645623334,-0.1381097159558323
2.4650106553333737,13.541261735434405,1.0038411497495546e-07,2.076146512979157,-0.13769983405217734
2.444321283963579,13.382427818054449,1.0037147825655579e-07,2.059237881738492,-0.11037385559250214
2.3699924156602914,13.246078344593768,1.0036078074786843e-07,2.039485065141572,-0.09771995409512377
2.301640931229625,13.1231601201495,1.0035971465375863e-07,2.0209627699245325,-0.09087895560855949
2.2510806196202093,13.011475523668562,1.0035109672265455e-07,2.004836234663256,-0.09264833435235673
2.2208909052463515,12.910297711726969,1.0034345446076027e-07,1.9917902786370572,-0.07937212030244356
2.1868113567676706,12.820550432057164,1.0033651211694485e-07,1.9794094255981294,-0.04200481165601741
2.1326944677046393,12.73944563987427,1.0033037480886041e-07,1.9642284897399032,-0.02646948838630544
2.091790924404888,12.66536719560957,1.003249001963286e-07,1.9505503124132852,-0.019395275661951147
3.388186198967482,12.572602574619115,1.0032194122551356e-07,2.117337382596585,-0.002812825556489665
3.784171585507139,12.339925788258876,1.0032219422226549e-07,2.1479747728797327,-0.005939960639035808
3.8857126503555275,12.133804672203281,1.0030778255152673e-07,2.142906429739059,0.0013528095724227446
3.895626692936077,11.949749269772227,1.0029511962757797e-07,2.128530969463818,0.012928693504293567
3.874773322400191,11.784303352722493,1.0028351482588543e-07,2.1115157203108477,0.0199250798615166
3.8557047060425376,11.6360106425089,1.0027328342072863e-07,2.095893741344384,0.037340928246045485
3.8267963554614335,11.501887860676229,1.0027332399126673e-07,2.0794024887839178,0.04614968966297775
3.8083544163742986,11.381395529760004,1.0028186879741171e-07,2.0649770934231184,0.0452687728758333
3.8078371674246134,11.274202646309407,1.0028192998708025e-07,2.054138918737582,0.04663838665877587
5.088765057445082,11.114744273397404,1.0026874280928068e-07,2.2290528000143057,0.03298614895848102
5.496280863984714,10.933590725189616,1.0026918013360996e-07,2.264816042233786,0.02924306143619805
5.623345010926097,10.761892305970132,1.0026950039433313e-07,2.264359730221619,0.029851570538239718
5.664173970528962,10.605535024309427,1.0028050807769895e-07,2.2548227461874046,0.03239437291643779
5.677525207454147,10.464504535502499,1.0028044993889608e-07,2.243291714389459,0.035642196566157205
5.682171954462416,10.33782615246618,1.0028056284673921e-07,2.2319031816742863,0.045171593884114424
5.6768879915483375,10.22327188559873,1.0028078019946991e-07,2.219981868444046,0.03836853295493731
5.687655432566458,10.121241188751075,1.0027385811197011e-07,2.2110695997400045,0.03748476170400453
5.6981262258294825,10.029819823863393,1.0026774750514111e-07,2.202985359212063,0.03866583896824992
5.705168719073016,9.947765054163678,1.0026191419194768e-07,2.1952228438752126,0.04046765293772375
5.710026267835794,9.873551995761337,1.0026200129849664e-07,2.18754342692408,0.017649713098541034
6.904094225423797,9.669071653190048,1.0026304294279834e-07,2.3124615170237095,-0.012448624315987852
7.307640490982617,9.458734464475446,1.0024920761206477e-07,2.3329569050197296,-0.021545964213038504
7.438720623645133,9.26987427027839,1.0024912479274977e-07,2.326683543669058,-0.028581071471438953
7.484652838196156,9.101917629187982,1.0024877086716365e-07,2.3143889741663703,-0.02858942162449914
7.492930092311082,8.952492546739997,1.0024873745719714e-07,2.3004959800495035,-0.0322439346371167
7.494896480985761,8.819012482971164,1.0024857905876907e-07,2.287581134876956,-0.03133608352814091
7.489249893527275,8.69984930876901,1.0024844332997257e-07,2.275323579068536,-0.028928988560157742
7.479580080701501,8.593333380567406,1.0024822309678769e-07,2.2638279317050998,-0.026175274596440968
7.469169983425063,8.497995134324597,1.002414332480077e-07,2.253218629247889,-0.023492189283969046
8.617140321427808,8.27271395880955,1.0022830360169822e-07,2.3421928612192255,-0.05517645920524544
8.96048789243185,8.078614950119825,1.0020387715283511e-07,2.3518140634841393,-0.064816653392156
9.057896170443627,7.913713118952718,1.0018233516348112e-07,2.343201000425841,-0.07222101336823061
9.08338027878544,7.769477774169621,1.0016239868862713e-07,2.3308795523782084,-0.0850314404832155
9.095867690797249,7.640852144287962,1.0014435513014026e-07,2.3189828103733428,-0.08772371819902618
9.090915430283443,7.526930003048932,1.0012829922394063e-07,2.3071588365484414,-0.09913577371715178
9.089396676234037,7.424680491107864,1.0011784185149323e-07,2.296624816484334,-0.10172851449204955
9.080046715379101,7.334223802427192,1.0010802536541571e-07,2.2867326191203516,-0.09497842116348537
9.05957309819334,7.254466797793239,1.0009916207974742e-07,2.2770300624578232,-0.0910218585720075
9.039153606683056,7.18321181872699,1.0009128742688129e-07,2.268020888110436,-0.08828576630639559
9.021671448685595,7.119145811398436,1.0008423699307775e-07,2.259725237653549,-0.09232752624319918
10.21044340384336,6.849700348899141,1.0007340704010572e-07,2.320259228318765,-0.10718187241972252
10.508998541322216,6.675197114864605,1.0005822056317139e-07,2.323470200504964,-0.11063298720222486
10.568012476256861,6.539859056739875,1.0004437877168788e-07,2.3144023652195314,-0.1284444985694843
10.585485372220564,6.421898747316663,1.000316168304163e-07,2.3040689598557442,-0.12713658473062092
10.571960553065892,6.319574692821976,1.0002461398799453e-07,2.2931828066744835,-0.143429771842838
10.566456299856323,6.226857923819408,1.0001827883379535e-07,2.283476201155529,-0.148076102959945
10.553791306605511,6.144853475748099,1.0001186318362413e-07,2.2742669758860563,-0.15462925708011532
10.539908744767589,6.071856157510232,1.0000611516670442e-07,2.2657743302039695,-0.1558902248670992
10.522581483468379,6.007457054584491,1.0000093824377896e-07,2.2579148186627034,-0.149095730060874
10.499889429933452,5.950815640283984,9.999628281346963e-08,2.2503928152404855,-0.14553146993319568
10.478858182625313,5.9000893936847705,9.999210396591498e-08,2.243385861391098,-0.14330750731627773
11.69206148442877,5.593827089269597,9.998311894850031e-08,2.28227745246742,-0.16548757315396675
11.991639838742733,5.428693214673645,9.99784657076874e-08,2.281135864614539,-0.16574617715107565
12.042621592263643,5.315904179098618,9.997407367888127e-08,2.272689526262745,-0.16415755061231418
12.030272517215389,5.224660937721356,9.997008328503986e-08,2.2632602571291636,-0.1558722990975457
11.998367823605992,5.145857305207887,9.996641554572733e-08,2.2537498740872794,-0.16372233946484369
11.97656296929705,5.073693174153888,9.996389894642862e-08,2.2450578659548586,-0.18404081643331316
11.968854537455677,5.006619241185219,9.99616743497694e-08,2.237258797320391,-0.1968714272384008
11.960789048823743,4.946786018774888,9.995897464578034e-08,2.23005728012669,-0.1946031388115781
11.9434956819465,4.895240874940663,9.995646105594863e-08,2.2232163242172267,-0.19287097574068607
13.115988879363883,4.528574500241714,9.995150814814968e-08,2.236911968365183,-0.20349592858954033
13.381330835270294,4.351706288643361,9.994613261304395e-08,2.2303158035189035,-0.20534908958388173
13.416782487174624,4.2343581975868885,9.994123596224429e-08,2.2204483745977512,-0.20428575082097256
13.394709950891645,4.140316397734509,9.993664710267951e-08,2.210509962231979,-0.20233798740746942
13.360189935860705,4.058969249477161,9.993684650236534e-08,2.201130491560506,-0.20022620980457984
13.325308186937638,3.9867128899414235,9.993571935062015e-08,2.1924124387884345,-0.19820055412759843
13.293179896899302,3.9219548598607266,9.993361001085773e-08,2.1843308202616845,-0.19633863895779471
13.264387257973421,3.8637396038434466,9.993265471242879e-08,2.176829397234196,-0.19465512515844227
13.238798495939823,3.811350995254242,9.993096360495167e-08,2.1698475734554488,-0.19314262981293215
14.337104954747481,3.4545266613019625,9.993083714654108e-08,2.1879116305382955,-0.2039132479670014
14.591704517163995,3.2754850855683584,9.992950848915321e-08,2.182642648975791,-0.21202913814596988
14.631982235323376,3.1519103071930457,9.992987748345554e-08,2.172692468804128,-0.2442218282061199
14.642668763062137,3.0437865548116974,9.993151674551368e-08,2.161795109675732,-0.2795771906854687
14.648103415086334,2.944508779533957,9.993444735088926e-08,2.1500990630285512,-0.33480020098187235
14.660656135215735,2.8475230974980343,9.993561826285199e-08,2.1362926414080117,-0.4162238300975458
14.681556614026524,2.7491486788770363,9.993771683211253e-08,2.1189631195899663,-0.4458912683291828
14.672037853878736,2.672974253490759,9.993878782711787e-08,2.1045695134647002,-0.456040130358783
14.64243954404929,2.6162625419766985,9.993964907843851e-08,2.0936904356000032,-0.4651685824307617
14.607868678072368,2.570531957345041,9.993963657601398e-08,2.084761159007657,-0.48025648544269783
14.576392764560538,2.530783353549613,9.99396409589831e-08,2.076871294318261,-0.48537127612244185
15.454944952832344,2.029443288758274,9.994057804413072e-08,1.9691910055000437,-0.5235064445642996
15.643960215069356,1.8870302237330252,9.994039663213886e-08,1.9357842161810752,-0.5801414374960217
15.681542207889175,1.830768800083178,9.993984668627814e-08,1.9206883220994895,-0.6011840316320968
15.67847096943552,1.802102151352129,9.993978058123208e-08,1.911740872775569,-0.6768328344442308
15.670972011904675,1.778864447335625,9.993993984101169e-08,1.9037061901227654,-0.7054331342303642
15.65880841198307,1.7619437160022495,9.993941049996808e-08,1.897095121488492,-0.7470188764282372
15.646856334071838,1.7480729409507747,9.993944437542993e-08,1.8912288982119985,-0.7627073705544705
15.634319146413985,1.7378164082463547,9.993895626902583e-08,1.8863835179331059,-0.768539989218446
15.621753742387288,1.7300345212831172,9.99391944785587e-08,1.882149167924612,-0.7768148288800197
15.610206323168077,1.7235330105751527,9.993940814807902e-08,1.8781840738899847,-0.7798615873194308
16.483695039148504,0.8502862731598302,9.994081009836929e-08,1.586500164999334,-0.7815036383704
16.670499132101874,0.6570932284944314,9.994114447123058e-08,1.5194865140248504,-0.7565470553845983
16.71875424239871,0.6036513341460041,9.994121658532404e-08,1.4991877261799131,-0.7467905295733788
16.730241706510256,0.5868802939783497,9.994130164522269e-08,1.4905990897542403,-0.7182549200862114
16.730586482170636,0.5809680666462599,9.99413603073243e-08,1.4850907552957002,-0.7073085491927587
16.728481997997882,0.5785018411439268,9.994152455505307e-08,1.4807288134904253,-0.6598378986825191
16.72506970504237,0.5773122421453235,9.994162377990391e-08,1.476481212345388,-0.629321516089539
16.72132419211877,0.5762683058923566,9.994173906328887e-08,1.471949478148953,-0.6176426650009823
16.71864752523845,0.5756065486630538,9.994194985094452e-08,1.4678184817209088,-0.5575448654049203
16.715374494297414,0.5749882169577006,9.994194406349326e-08,1.463293183287826,-0.5345711604264678
17.217063839572297,0.3341375789696751,9.994055931978867e-08,1.4439380793568286,-0.44738286345178846
17.44917825994005,0.26993634361957775,9.994283461714478e-08,1.448499751362528,-0.4142789916133208
17.57318640001586,0.26244950229986186,9.994233422633307e-08,1.454811686728088,-0.35244856573505284
17.658766157055997,0.2742298686572792,9.994124750664968e-08,1.4628342939619547,-0.21169931399427497
17.74660047760004,0.2922622616714026,9.99403967501815e-08,1.478433297262278,-0.15827090730430415
17.815778695876116,0.3176471416965948,9.993955767271033e-08,1.4952533475678216,0.05339518836816082
17.897000472458508,0.3534405897444149,9.993950139016794e-08,1.526062062813164,0.1338097621953801
17.95376066531494,0.39078572357768526,9.993822708789543e-08,1.5527173014621238,0.256844802115723
17.992094039090855,0.4261059137081096,9.993858606216933e-08,1.574600354690665,0.3035068344402718
18.0097256539573,0.4527912486990342,9.993871094517922e-08,1.5861970810940107,0.3210871375537232
18.55474502660695,0.5158949952771987,9.993857908450966e-08,1.8154626649088599,0.4189543425633487
18.72264755471594,0.482394828177586,9.993865335522938e-08,1.8643546783948457,0.4563266180357336
18.78249586069395,0.42120222882030584,9.993628294986516e-08,1.8661675454812792,0.47113976891067183
18.822939219239707,0.3671021371977478,9.993275819908347e-08,1.8636443050759446,0.5516021487166234
18.841419978589197,0.3089261774329637,9.993092324288933e-08,1.8497084270663517,0.5830228581895073
18.864390706544906,0.26317680542943694,9.992911362682124e-08,1.8405168597365043,0.6388897074817055
18.885467749645205,0.22247059861158194,9.992792461991623e-08,1.8307209464119023,0.6607573348180146
18.91031203420177,0.19183022824087245,9.992663980405368e-08,1.8255523565955,0.6819008282436065
19.3005481938074,0.28767516664942655,9.992239725884399e-08,2.011575524910872,0.6800608049669007
19.49599760769768,0.2555237255524939,9.99175206353963e-08,2.0674900155019835,0.6796994455444134
19.63113662879833,0.19770152050038806,9.991230649933091e-08,2.0921374657084355,0.6802707304998921
19.741667582059613,0.14007396840662278,9.9909994520265e-08,2.1084081741076255,0.7122563745339235
19.82349804815869,0.07441506290027369,9.990699113494294e-08,2.111950901470846,0.743961108608281
19.893500702381203,0.011139273909169536,9.990571945405181e-08,2.1111455160860717,0.7570395522373236
19.96294260676108,-0.03893629730470701,9.99028944879974e-08,2.1143525333621374,0.7938072873123098
20.022025640791334,-0.0888946989295182,9.990149425367707e-08,2.11301323130005,0.808658125222056
20.080798200320622,-0.12850792310683212,9.990051739293848e-08,2.114826392410219,0.8212263415411788
20.13699785084378,-0.16131336679834418,9.989956242298491e-08,2.117860088645498,0.8204699707187649
20.1922684404823,-0.18684820674175284,9.98983095790274e-08,2.1228900166069185,0.7960016817402468
20.248993525651944,-0.20368778126408887,9.989778854741338e-08,2.1313200273844073,0.7623929446286132
20.496594322133916,-0.20123793760632835,9.989604580345388e-08,2.2036061529765605,0.7373382641758188
20.6883226563942,-0.234803959923078,9.989717585084285e-08,2.243305293594976,0.7101556782501803
20.85661382688815,-0.27415712672798,9.989691172133774e-08,2.2727510718567605,0.6821891011040463
21.0090674897882,-0.31309969374584484,9.989663133783344e-08,2.2970884412085777,0.672474625684096
21.135086429084016,-0.35974419565503823,9.989663085655048e-08,2.3120909227798676,0.6697501430679401
21.24059252689249,-0.4095826262908527,9.989609734362969e-08,2.3211980009207793,0.6820750554680878
21.326173238065916,-0.46410374364473606,9.98962656714699e-08,2.3239241798466463,0.6816257350402197
21.408504416015315,-0.5116897012178476,9.989481885042882e-08,2.327571786554213,0.6453555482851485
21.502196542145345,-0.5416168586241444,9.989323164836432e-08,2.3389453078423386,0.626163485329972
21.58573338604191,-0.5710227361652858,9.989161222330944e-08,2.348001959945394,0.6195740295996065
21.98597972698541,-0.5080769760818312,9.988923661375678e-08,2.4545796273327265,0.6282356894593023
22.175418922434755,-0.5760270306981213,9.988833655910436e-08,2.4771476207807597,0.6574202941109994
22.294805684584688,-0.6795569006955694,9.988547060081418e-08,2.4746014893646673,0.657860759147284
22.418134132135876,-0.7628401479547008,9.988587482901304e-08,2.4781481839899313,0.6597403636687555
22.53773041465376,-0.8366635161336518,9.988567925582289e-08,2.482240014735252,0.5569954826906881
22.735130132575758,-0.8550120252047976,9.98856905068188e-08,2.513070101305278,0.5190625878376777
22.893617416620117,-0.8903809393025873,9.988601101362773e-08,2.530472701778879,0.47477230028374434
23.03512312897898,-0.9330515706121196,9.988366623763732e-08,2.540664597776457,0.2735890423318059
23.303876036559426,-0.9630080676555391,9.98841985830792e-08,2.5600469290992476,0.19825606362319356
24.19284036711956,-1.0544053598498704,9.987781591693674e-08,2.6170326213951935,0.11373433452691997
24.676427224890716,-1.2309503039778233,9.987497197644725e-08,2.6068193903954926,0.08497191723096954
24.90149081294886,-1.4065797007573893,9.986626789896105e-08,2.5781294868945026,0.06489469652422758
25.01709747281813,-1.5612454257062103,9.986277992584163e-08,2.548735000561621,0.0601686028326812
25.070681630694803,-1.6942189636222804,9.986284134441602e-08,2.52194045597304,0.07327113494798447
25.080823108912103,-1.8092423065031922,9.986277770850433e-08,2.4974723832561576,0.1051843459042995
